date,institution,category,complaint_count
2025-07-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-07-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-07-21,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-07-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-07-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-07-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-07-22,JPMORGAN CHASE & CO.,Checking or savings account,38
2025-07-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-07-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,29
2025-07-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-07-23,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-07-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",12
2025-07-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-07-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-07-24,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-07-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-07-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-07-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-07-25,JPMORGAN CHASE & CO.,Checking or savings account,41
2025-07-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-07-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-07-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-07-26,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-07-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-07-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2025-07-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-07-27,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-07-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-07-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-07-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-07-28,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-07-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-07-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-07-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-07-29,JPMORGAN CHASE & CO.,Checking or savings account,39
2025-07-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-07-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2025-07-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-07-30,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-07-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-07-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-07-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-07-31,JPMORGAN CHASE & CO.,Checking or savings account,38
2025-07-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-08-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,37
2025-08-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",13
2025-08-01,JPMORGAN CHASE & CO.,Checking or savings account,34
2025-08-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-08-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-08-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-02,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-08-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-08-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2025-08-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-03,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-08-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-08-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-08-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-08-04,JPMORGAN CHASE & CO.,Checking or savings account,18
2025-08-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-08-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-08-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-08-05,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-08-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-08-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-08-06,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-08-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-08-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-07,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-08-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-08-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-08,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-08-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-08-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-08-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-08-09,JPMORGAN CHASE & CO.,Checking or savings account,13
2025-08-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-08-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-08-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-10,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-08-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-08-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-08-11,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-08-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-08-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,30
2025-08-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-08-12,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-08-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",17
2025-08-13,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-08-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-08-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-08-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-08-14,JPMORGAN CHASE & CO.,Checking or savings account,42
2025-08-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-08-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-08-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-08-15,JPMORGAN CHASE & CO.,Checking or savings account,40
2025-08-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-08-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-16,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-08-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-08-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-08-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-17,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-08-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-08-18,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-08-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-08-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,34
2025-08-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-19,JPMORGAN CHASE & CO.,Checking or savings account,43
2025-08-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",11
2025-08-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,44
2025-08-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",17
2025-08-20,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-08-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-08-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-08-21,JPMORGAN CHASE & CO.,Checking or savings account,36
2025-08-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-08-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-08-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-08-22,JPMORGAN CHASE & CO.,Checking or savings account,37
2025-08-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-08-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-08-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-08-23,JPMORGAN CHASE & CO.,Checking or savings account,13
2025-08-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-08-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-08-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-24,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-08-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-08-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,31
2025-08-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-08-25,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-08-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-08-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-08-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",21
2025-08-26,JPMORGAN CHASE & CO.,Checking or savings account,23
2025-08-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-08-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-08-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-08-27,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-08-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-08-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-08-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-08-28,JPMORGAN CHASE & CO.,Checking or savings account,34
2025-08-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-08-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-08-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-08-29,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-08-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-08-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-08-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-30,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-08-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-08-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-08-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-08-31,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-08-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-09-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-09-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-09-01,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-09-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-09-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-09-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-09-02,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-09-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-09-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-09-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-09-03,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-09-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-09-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-09-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-09-04,JPMORGAN CHASE & CO.,Checking or savings account,42
2025-09-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-09-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-09-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",10
2025-09-05,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-09-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",10
2025-09-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-09-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-09-06,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-09-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-09-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2025-09-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-09-07,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-09-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-09-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-09-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-09-08,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-09-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-09-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,28
2025-09-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-09-09,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-09-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-09-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-09-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
